year,rank,title,artist,modified_title,modified_artist
1969,66,"""Black Pearl""","Checkmates, Ltd.",Black Pearl,"Checkmates, Ltd."
1969,67,"""Indian Giver""",1910 Fruitgum Company,Indian Giver,1910 Fruitgum Company
1969,68,"""Mother Popcorn""",James Brown,Mother Popcorn,James Brown
1969,69,"""Twenty-Five Miles""",Edwin Starr,Twenty-Five Miles,Edwin Starr
1969,70,"""Things I'd Like to Say""",New Colony Six,Things I'd Like to Say,New Colony Six
1969,71,"""When I Die""",Motherlode,When I Die,Motherlode
1969,72,"""That's the Way Love Is""",Marvin Gaye,That's the Way Love Is,Marvin Gaye
1969,73,"""Everybody's Talkin'""",Harry Nilsson,Everybody's Talkin',Harry Nilsson
1969,74,"""Worst That Could Happen""",The Brooklyn Bridge,Worst That Could Happen,The Brooklyn Bridge
1969,75,"""The Chokin' Kind""",Joe Simon,The Chokin' Kind,Joe Simon
1969,76,"""Smile a Little Smile for Me""",The Flying Machine,Smile a Little Smile for Me,The Flying Machine
1969,77,"""Polk Salad Annie""",Tony Joe White,Polk Salad Annie,Tony Joe White
1969,78,"""Ruby, Don't Take Your Love to Town""",Kenny Rogers and The First Edition,"Ruby, Don't Take Your Love to Town",Kenny Rogers
1969,79,"""Games People Play""",Joe South,Games People Play,Joe South
1969,80,"""You Showed Me""",The Turtles,You Showed Me,The Turtles
1969,81,"""Tracy""",The Cuff Links,Tracy,The Cuff Links
1969,82,"""Oh, What a Night""",The Dells,"Oh, What a Night",The Dells
1969,83,"""Something""",The Beatles,Something,The Beatles
1969,84,"""This Girl Is a Woman Now""",Gary Puckett & The Union Gap,This Girl Is a Woman Now,Gary Puckett
1969,85,"""Come Together""",The Beatles,Come Together,The Beatles
1969,86,"""Ramblin' Gamblin' Man""",Bob Seger System,Ramblin' Gamblin' Man,Bob Seger System
1969,87,"""I'm Gonna Make You Love Me""",The Supremes & The Temptations,I'm Gonna Make You Love Me,The Supremes
1969,88,"""I Heard It Through the Grapevine""",Marvin Gaye,I Heard It Through the Grapevine,Marvin Gaye
1969,89,"""Gimme Gimme Good Lovin'""",Crazy Elephant,Gimme Gimme Good Lovin',Crazy Elephant
1969,90,"""Hang 'Em High""",Booker T. & the M.G.'s,Hang 'Em High,Booker T.
1969,91,"""Your Good Thing (Is About to End)""",Lou Rawls,Your Good Thing (Is About to End),Lou Rawls
1969,92,"""Baby, I'm for Real""",The Originals,"Baby, I'm for Real",The Originals
1969,93,"""Oh Happy Day""",Edwin Hawkins Singers,Oh Happy Day,Edwin Hawkins Singers
1969,94,"""Love Me Tonight""",Tom Jones,Love Me Tonight,Tom Jones
1969,95,"""Mr. Sun, Mr. Moon""",Paul Revere & the Raiders,"Mr. Sun, Mr. Moon",Paul Revere
1969,96,"""Laughing""",The Guess Who,Laughing,The Guess Who
1969,97,"""My Whole World Ended (The Moment You Left Me)""",David Ruffin,My Whole World Ended (The Moment You Left Me),David Ruffin
1969,98,"""Soul Deep""",The Box Tops,Soul Deep,The Box Tops
1969,99,"""Hooked on a Feeling""",B.J. Thomas,Hooked on a Feeling,B.J. Thomas
1969,100,"""Sweet Cream Ladies""",The Box Tops,Sweet Cream Ladies,The Box Tops
1969,101,"""Let Me""",Paul Revere & the Raiders,Let Me,Paul Revere
1970,1,"""Bridge Over Troubled Water""",Simon & Garfunkel,Bridge Over Troubled Water,Simon
1970,2,"""(They Long to Be) Close to You""",The Carpenters,(They Long to Be) Close to You,The Carpenters
1970,3,"""American Woman""",The Guess Who,American Woman,The Guess Who
1970,4,"""Raindrops Keep Fallin' on My Head""",B.J. Thomas,Raindrops Keep Fallin' on My Head,B.J. Thomas
1970,5,"""War""",Edwin Starr,War,Edwin Starr
1970,6,"""Ain't No Mountain High Enough""",Diana Ross,Ain't No Mountain High Enough,Diana Ross
1970,7,"""I'll Be There""",The Jackson 5,I'll Be There,The Jackson 5
1970,8,"""Get Ready""",Rare Earth,Get Ready,Rare Earth
1970,9,"""Let It Be""",The Beatles,Let It Be,The Beatles
1970,10,"""Band of Gold""",Freda Payne,Band of Gold,Freda Payne
1970,11,"""Mama Told Me (Not to Come)""",Three Dog Night,Mama Told Me (Not to Come),Three Dog Night
1970,12,"""Everything Is Beautiful""",Ray Stevens,Everything Is Beautiful,Ray Stevens
1970,13,"""Make It with You""",Bread,Make It with You,Bread
1970,14,"""Hitchin' a Ride""",Vanity Fare,Hitchin' a Ride,Vanity Fare
1970,15,"""ABC""",The Jackson 5,ABC,The Jackson 5
1970,16,"""The Love You Save""",The Jackson 5,The Love You Save,The Jackson 5
1970,17,"""Cracklin' Rosie""",Neil Diamond,Cracklin' Rosie,Neil Diamond
1970,18,"""Candida""",Dawn,Candida,Dawn
1970,19,"""Thank You (Falettinme Be Mice Elf Agin)""",Sly & the Family Stone,Thank You (Falettinme Be Mice Elf Agin),Sly
1970,20,"""Spill the Wine""",Eric Burdon & War,Spill the Wine,Eric Burdon
1970,21,"""O-o-h Child""",Five Stairsteps,O-o-h Child,Five Stairsteps
1970,22,"""Spirit in the Sky""",Norman Greenbaum,Spirit in the Sky,Norman Greenbaum
1970,23,"""Lay Down (Candles in the Rain)""",Melanie,Lay Down (Candles in the Rain),Melanie
1970,24,"""Ball of Confusion (That's What the World Is Today)""",The Temptations,Ball of Confusion (That's What the World Is Today),The Temptations
1970,25,"""Love on a Two-Way Street""",The Moments,Love on a Two-Way Street,The Moments
1970,26,"""Which Way You Goin' Billy?""",The Poppy Family,Which Way You Goin' Billy?,The Poppy Family
1970,27,"""All Right Now""",Free,All Right Now,Free
1970,28,"""I Want You Back""",The Jackson 5,I Want You Back,The Jackson 5
1970,29,"""Julie, Do Ya Love Me""",Bobby Sherman,"Julie, Do Ya Love Me",Bobby Sherman
1970,30,"""Green-Eyed Lady""",Sugarloaf,Green-Eyed Lady,Sugarloaf
1970,31,"""Signed, Sealed, Delivered I'm Yours""",Stevie Wonder,"Signed, Sealed, Delivered I'm Yours",Stevie Wonder
1970,32,"""Ride Captain Ride""",Blues Image,Ride Captain Ride,Blues Image
1970,33,"""Venus""",Shocking Blue,Venus,Shocking Blue
1970,34,"""Instant Karma!""",John Lennon,Instant Karma!,John Lennon
1970,35,"""Patches""",Clarence Carter,Patches,Clarence Carter
1970,36,"""Lookin' out My Back Door""",Creedence Clearwater Revival,Lookin' out My Back Door,Creedence Clearwater Revival
1970,37,"""Rainy Night in Georgia""",Brook Benton,Rainy Night in Georgia,Brook Benton
1970,38,"""Something's Burning""",Kenny Rogers & The First Edition,Something's Burning,Kenny Rogers
1970,39,"""Give Me Just a Little More Time""",Chairmen of the Board,Give Me Just a Little More Time,Chairmen of the Board
1970,40,"""Love Grows (Where My Rosemary Goes)""",Edison Lighthouse,Love Grows (Where My Rosemary Goes),Edison Lighthouse
1970,41,"""The Long and Winding Road""",The Beatles,The Long and Winding Road,The Beatles
1970,42,"""Snowbird""",Anne Murray,Snowbird,Anne Murray
1970,43,"""Reflections of My Life""",Marmalade,Reflections of My Life,Marmalade
1970,44,"""Hey There Lonely Girl""",Eddie Holman,Hey There Lonely Girl,Eddie Holman
1970,45,"""The Rapper""",The Jaggerz,The Rapper,The Jaggerz
1970,46,"""He Ain't Heavy, He's My Brother""",The Hollies,"He Ain't Heavy, He's My Brother",The Hollies
1970,47,"""Tighter, Tighter""",Alive N Kickin',"Tighter, Tighter",Alive N Kickin'
1970,48,"""Come and Get It""",Badfinger,Come and Get It,Badfinger
1970,49,"""Cecilia""",Simon & Garfunkel,Cecilia,Simon
1970,50,"""Love Land""",Charles Wright & the Watts 103rd Street Rhythm Band,Love Land,Charles Wright
1970,51,"""Turn Back the Hands of Time""",Tyrone Davis,Turn Back the Hands of Time,Tyrone Davis
1970,52,"""Lola""",The Kinks,Lola,The Kinks
1970,53,"""In the Summertime""",Mungo Jerry,In the Summertime,Mungo Jerry
1970,54,"""Indiana Wants Me""",R. Dean Taylor,Indiana Wants Me,R. Dean Taylor
1970,55,"""(I Know) I'm Losing You""",Rare Earth,(I Know) I'm Losing You,Rare Earth
1970,56,"""Easy Come, Easy Go""",Bobby Sherman,"Easy Come, Easy Go",Bobby Sherman
1970,57,"""Express Yourself""",Charles Wright & the Watts 103rd Street Rhythm Band,Express Yourself,Charles Wright
1970,58,"""Still Water (Love)""",The Four Tops,Still Water (Love),The Four Tops
1970,59,"""Make Me Smile""",Chicago,Make Me Smile,Chicago
1970,60,"""The House of the Rising Sun""",Frijid Pink,The House of the Rising Sun,Frijid Pink
1970,61,"""25 or 6 to 4""",Chicago,25 or 6 to 4,Chicago
1970,62,"""My Baby Loves Lovin'""",White Plains,My Baby Loves Lovin',White Plains
1970,63,"""Love or Let Me Be Lonely""",The Friends of Distinction,Love or Let Me Be Lonely,The Friends of Distinction
1970,64,"""United We Stand""",The Brotherhood of Man,United We Stand,The Brotherhood of Man
1970,65,"""We've Only Just Begun""",The Carpenters,We've Only Just Begun,The Carpenters
1970,66,"""Arizona""",Mark Lindsay,Arizona,Mark Lindsay
1970,67,"""Fire and Rain""",James Taylor,Fire and Rain,James Taylor
1970,68,"""Groovy Situation""",Gene Chandler,Groovy Situation,Gene Chandler
1970,69,"""Evil Ways""",Santana,Evil Ways,Santana
1970,70,"""No Time""",The Guess Who,No Time,The Guess Who
1970,71,"""Didn't I (Blow Your Mind This Time)""",The Delfonics,Didn't I (Blow Your Mind This Time),The Delfonics
1970,72,"""The Wonder of You""",Elvis Presley,The Wonder of You,Elvis Presley
1970,73,"""Up Around the Bend""",Creedence Clearwater Revival,Up Around the Bend,Creedence Clearwater Revival
1970,74,"""(If You Let Me Make Love To You Then) Why Can't I Touch You?""",Ronnie Dyson,(If You Let Me Make Love To You Then) Why Can't I Touch You?,Ronnie Dyson
1970,75,"""I Just Can't Help Believing""",B.J. Thomas,I Just Can't Help Believing,B.J. Thomas
1970,76,"""It's a Shame""",The Spinners,It's a Shame,The Spinners
1970,77,"""For the Love of Him""",Bobbi Martin,For the Love of Him,Bobbi Martin
1970,78,"""Mississippi Queen""",Mountain,Mississippi Queen,Mountain
1970,79,"""I Want to Take You Higher""",Ike & Tina Turner,I Want to Take You Higher,Ike
1970,80,"""The Letter""",Joe Cocker,The Letter,Joe Cocker
1970,81,"""Ma Belle Amie""",Tee-Set,Ma Belle Amie,Tee-Set
1970,82,"""The Bells""",The Originals,The Bells,The Originals
1970,83,"""Yellow River""",Christie,Yellow River,Christie
1970,84,"""Somebody's Been Sleeping""",100 Proof (Aged in Soul),Somebody's Been Sleeping,100 Proof (Aged in Soul)
1970,85,"""Vehicle""",The Ides of March,Vehicle,The Ides of March
1970,86,"""Gimme Dat Ding""",The Pipkins,Gimme Dat Ding,The Pipkins
1970,87,"""Lay a Little Lovin' on Me""",Robin McNamara,Lay a Little Lovin' on Me,Robin McNamara
1970,88,"""Up the Ladder to the Roof""",The Supremes,Up the Ladder to the Roof,The Supremes
1970,89,"""Travelin' Band""",Creedence Clearwater Revival,Travelin' Band,Creedence Clearwater Revival
1970,90,"""Come Saturday Morning""",The Sandpipers,Come Saturday Morning,The Sandpipers
1970,91,"""Psychedelic Shack""",The Temptations,Psychedelic Shack,The Temptations
1970,92,"""Without Love (There Is Nothing)""",Tom Jones,Without Love (There Is Nothing),Tom Jones
1970,93,"""Are You Ready?""",Pacific Gas & Electric,Are You Ready?,Pacific Gas
1970,94,"""Woodstock""","Crosby, Stills, Nash & Young",Woodstock,"Crosby, Stills, Nash"
1970,95,"""I'll Never Fall in Love Again""",Dionne Warwick,I'll Never Fall in Love Again,Dionne Warwick
1970,96,"""Look What They've Done to My Song Ma""",The New Seekers,Look What They've Done to My Song Ma,The New Seekers
1970,97,"""Walk A Mile In My Shoes""",Joe South,Walk A Mile In My Shoes,Joe South
1970,98,"""The Thrill Is Gone""",B.B. King,The Thrill Is Gone,B.B. King
1970,99,"""It's Only Make Believe""",Glen Campbell,It's Only Make Believe,Glen Campbell
1970,100,"""Call Me""",Aretha Franklin,Call Me,Aretha Franklin
1971,1,"""Joy to the World""",Three Dog Night,Joy to the World,Three Dog Night
1971,2,"""Maggie May""/""Reason to Believe""",Rod Stewart,Maggie May|Reason to Believe,Rod Stewart
1971,3,"""It's Too Late""/""I Feel the Earth Move""",Carole King,It's Too Late|I Feel the Earth Move,Carole King
1971,4,"""One Bad Apple""",The Osmonds,One Bad Apple,The Osmonds
1971,5,"""How Can You Mend a Broken Heart""",Bee Gees,How Can You Mend a Broken Heart,Bee Gees
1971,6,"""Indian Reservation (The Lament of the Cherokee Reservation Indian)""",Raiders,Indian Reservation (The Lament of the Cherokee Reservation Indian),Raiders
1971,7,"""Go Away Little Girl""",Donny Osmond,Go Away Little Girl,Donny Osmond
1971,8,"""Take Me Home, Country Roads""",John Denver,"Take Me Home, Country Roads",John Denver
1971,9,"""Just My Imagination (Running Away with Me)""",The Temptations,Just My Imagination (Running Away with Me),The Temptations
1971,10,"""Knock Three Times""",Tony Orlando and Dawn,Knock Three Times,Tony Orlando
1971,11,"""Me and Bobby McGee""",Janis Joplin,Me and Bobby McGee,Janis Joplin
1971,12,"""Tired of Being Alone""",Al Green,Tired of Being Alone,Al Green
1971,13,"""Want Ads""",Honey Cone,Want Ads,Honey Cone
1971,14,"""Smiling Faces Sometimes""",The Undisputed Truth,Smiling Faces Sometimes,The Undisputed Truth
1971,15,"""Treat Her Like a Lady""",Cornelius Brothers & Sister Rose,Treat Her Like a Lady,Cornelius Brothers
1971,16,"""Brown Sugar""",The Rolling Stones,Brown Sugar,The Rolling Stones
1971,17,"""You've Got a Friend""",James Taylor,You've Got a Friend,James Taylor
1971,18,"""Mr. Big Stuff""",Jean Knight,Mr. Big Stuff,Jean Knight
1971,19,"""Do You Know What I Mean""",Lee Michaels,Do You Know What I Mean,Lee Michaels
1971,20,"""The Night They Drove Old Dixie Down""",Joan Baez,The Night They Drove Old Dixie Down,Joan Baez
1971,21,"""What's Going On""",Marvin Gaye,What's Going On,Marvin Gaye
1971,22,"""Uncle Albert/Admiral Halsey""",Paul & Linda McCartney,Uncle Albert|Admiral Halsey,Paul
1971,23,"""Ain't No Sunshine""",Bill Withers,Ain't No Sunshine,Bill Withers
1971,24,"""Signs""",Five Man Electrical Band,Signs,Five Man Electrical Band
1971,25,"""She's a Lady""",Tom Jones,She's a Lady,Tom Jones
1971,26,"""I've Found Someone of My Own""",The Free Movement,I've Found Someone of My Own,The Free Movement
1971,27,"""Superstar""",Murray Head & The Trinidad Singers,Superstar,Murray Head
1971,28,"""Amos Moses""",Jerry Reed,Amos Moses,Jerry Reed
1971,29,"""Temptation Eyes""",The Grass Roots,Temptation Eyes,The Grass Roots
1971,30,"""Superstar""",The Carpenters,Superstar,The Carpenters
1971,31,"""My Sweet Lord""",George Harrison,My Sweet Lord,George Harrison
1971,32,"""Sweet and Innocent""",Donny Osmond,Sweet and Innocent,Donny Osmond
1971,33,"""Put Your Hand in the Hand""",Ocean,Put Your Hand in the Hand,Ocean
1971,34,"""Chick-A-Boom (Don't Ya Jes' Love It)""",Daddy Dewdrop,Chick-A-Boom (Don't Ya Jes' Love It),Daddy Dewdrop
1971,35,"""For All We Know""",The Carpenters,For All We Know,The Carpenters
1971,36,"""If You Could Read My Mind""",Gordon Lightfoot,If You Could Read My Mind,Gordon Lightfoot
1971,37,"""Help Me Make It Through the Night""",Sammi Smith,Help Me Make It Through the Night,Sammi Smith
1971,38,"""Rainy Days and Mondays""",The Carpenters,Rainy Days and Mondays,The Carpenters
1971,39,"""Gypsys, Tramps & Thieves""",Cher,"Gypsys, Tramps & Thieves",Cher
1971,40,"""Never Can Say Goodbye""",The Jackson 5,Never Can Say Goodbye,The Jackson 5
1971,41,"""Rose Garden""",Lynn Anderson,Rose Garden,Lynn Anderson
1971,42,"""Don't Pull Your Love""","Hamilton, Joe Frank & Reynolds",Don't Pull Your Love,"Hamilton, Joe Frank"
1971,43,"""It Don't Come Easy""",Ringo Starr,It Don't Come Easy,Ringo Starr
1971,44,"""Mr. Bojangles""",Nitty Gritty Dirt Band,Mr. Bojangles,Nitty Gritty Dirt Band
1971,45,"""I Love You for All Seasons""",The Fuzz,I Love You for All Seasons,The Fuzz
1971,46,"""Whatcha See is Whatcha Get""",The Dramatics,Whatcha See is Whatcha Get,The Dramatics
1971,47,"""That's the Way I've Always Heard It Should Be""",Carly Simon,That's the Way I've Always Heard It Should Be,Carly Simon
1971,48,"""If You Really Love Me""",Stevie Wonder,If You Really Love Me,Stevie Wonder
1971,49,"""Spanish Harlem""",Aretha Franklin,Spanish Harlem,Aretha Franklin
1971,50,"""I Don't Know How to Love Him""",Helen Reddy,I Don't Know How to Love Him,Helen Reddy
1971,51,"""Yo-Yo""",The Osmonds,Yo-Yo,The Osmonds
1971,52,"""Bridge over Troubled Water""",Aretha Franklin,Bridge over Troubled Water,Aretha Franklin
1971,53,"""Doesn't Somebody Want to Be Wanted""",The Partridge Family,Doesn't Somebody Want to Be Wanted,The Partridge Family
1971,54,"""Draggin' the Line""",Tommy James,Draggin' the Line,Tommy James
1971,55,"""Proud Mary""",Ike & Tina Turner,Proud Mary,Ike
1971,56,"""Beginnings""/""Colour My World""",Chicago,Beginnings|Colour My World,Chicago
1971,57,"""Stay Awhile""",The Bells,Stay Awhile,The Bells
1971,58,"""Sweet City Woman""",The Stampeders,Sweet City Woman,The Stampeders
1971,59,"""Me and You and a Dog Named Boo""",Lobo,Me and You and a Dog Named Boo,Lobo
1971,60,"""Another Day""/""Oh Woman, Oh Why""",Paul McCartney,"Another Day|Oh Woman, Oh Why",Paul McCartney
1971,61,"""If""",Bread,If,Bread
1971,62,"""Mercy Mercy Me (The Ecology)""",Marvin Gaye,Mercy Mercy Me (The Ecology),Marvin Gaye
1971,63,"""One Toke Over the Line""",Brewer & Shipley,One Toke Over the Line,Brewer
1971,64,"""She's Not Just Another Woman""",8th Day,She's Not Just Another Woman,8th Day
1971,65,"""Bring the Boys Home""",Freda Payne,Bring the Boys Home,Freda Payne
1971,66,"""I Just Want to Celebrate""",Rare Earth,I Just Want to Celebrate,Rare Earth
1971,67,"""Never Ending Song of Love""",Delaney & Bonnie & Friends,Never Ending Song of Love,Delaney
1971,68,"""Easy Loving""",Freddie Hart,Easy Loving,Freddie Hart
1971,69,"""Liar""",Three Dog Night,Liar,Three Dog Night
1971,70,"""Stick-Up""",Honey Cone,Stick-Up,Honey Cone
1971,71,"""Chirpy Chirpy Cheep Cheep""",Mac and Katie Kissoon,Chirpy Chirpy Cheep Cheep,Mac
1971,72,"""(Where Do I Begin?) Love Story""",Andy Williams,(Where Do I Begin?) Love Story,Andy Williams
1971,73,"""Wild World""",Cat Stevens,Wild World,Cat Stevens
1971,74,"""When You're Hot, You're Hot""",Jerry Reed,"When You're Hot, You're Hot",Jerry Reed
1971,75,"""Funky Nassau""",The Beginning of the End,Funky Nassau,The Beginning of the End
1971,76,"""If Not for You""",Olivia Newton-John,If Not for You,Olivia Newton-John
1971,77,"""Groove Me""",King Floyd,Groove Me,King Floyd
1971,78,"""Watching Scotty Grow""",Bobby Goldsboro,Watching Scotty Grow,Bobby Goldsboro
1971,79,"""Woodstock""",Matthews Southern Comfort,Woodstock,Matthews Southern Comfort
1971,80,"""Amazing Grace""",Judy Collins,Amazing Grace,Judy Collins
1971,81,"""I Hear You Knocking""",Dave Edmunds,I Hear You Knocking,Dave Edmunds
1971,82,"""Lonely Days""",Bee Gees,Lonely Days,Bee Gees
1971,83,"""Here Comes That Rainy Day Feeling Again""",The Fortunes,Here Comes That Rainy Day Feeling Again,The Fortunes
1971,84,"""Won't Get Fooled Again""",The Who,Won't Get Fooled Again,The Who
1971,85,"""Trapped By a Thing Called Love""",Denise LaSalle,Trapped By a Thing Called Love,Denise LaSalle
1971,86,"""Mama's Pearl""",The Jackson 5,Mama's Pearl,The Jackson 5
1971,87,"""Timothy""",The Buoys,Timothy,The Buoys
1971,88,"""I Woke Up In Love This Morning""",The Partridge Family,I Woke Up In Love This Morning,The Partridge Family
1971,89,"""Theme from Shaft""",Isaac Hayes,Theme from Shaft,Isaac Hayes
1971,90,"""If I Were Your Woman""",Gladys Knight & the Pips,If I Were Your Woman,Gladys Knight
1971,91,"""I Am...I Said""",Neil Diamond,I Am...I Said,Neil Diamond
1971,92,"""The Wedding Song (There Is Love)""",Paul Stookey,The Wedding Song (There Is Love),Paul Stookey
1971,93,"""Don't Knock My Love""",Wilson Pickett,Don't Knock My Love,Wilson Pickett
